0.000000,0.000000
1.764034,3.520232
3.528068,6.987304
5.292102,10.243699
7.056136,13.093281
8.820170,15.456445
10.584204,17.399426
12.348238,19.073153
14.112272,20.554409
15.876306,21.863935
17.640339,23.026075
19.404373,24.062102
21.168407,24.990094
22.932441,25.824558
24.696475,26.582230
26.460509,27.309700
28.224543,28.039632
29.988577,28.770761
31.752611,29.502119
33.516645,30.232952
35.280679,30.962680
37.044713,31.690853
38.808747,32.417118
40.572781,33.141187
42.336815,33.862821
44.100849,34.581813
45.864883,35.297979
47.628917,36.011150
49.392951,36.721171
51.156985,37.427892
52.921018,38.131172
54.685052,38.830875
56.449086,39.526869
58.213120,40.219025
59.977154,40.907218
61.741188,41.591328
63.505222,42.271238
65.269256,42.946836
67.033290,43.618012
68.797324,44.284664
70.561358,44.946692
72.325392,45.604005
74.089426,46.256514
75.853460,46.904139
77.617494,47.546804
79.381528,48.184442
81.145562,48.816992
82.909596,49.444398
84.673630,50.066614
86.437663,50.683601
88.201697,51.295325
89.965731,51.901763
91.729765,52.502897
93.493799,53.098717
95.257833,53.689219
97.021867,54.274409
98.785901,54.854297
100.549935,55.428901
102.313969,55.998244
104.078003,56.562355
105.842037,57.121268
107.606071,57.675023
109.370105,58.223662
111.134139,58.767230
112.898173,59.305775
114.662207,59.839346
116.426241,60.367992
118.190275,60.891762
119.954308,61.410702
121.718342,61.924856
123.482376,62.434262
125.246410,62.938953
127.010444,63.438954
128.774478,63.934285
130.538512,64.424950
132.302546,64.910946
134.066580,65.392257
135.830614,65.868849
137.594648,66.340678
139.358682,66.807678
141.122716,67.269769
142.886750,67.726850
144.650784,68.178801
146.414818,68.625482
148.178852,69.066731
149.942886,69.502367
151.706920,69.932186
153.470954,70.355966
155.234987,70.773464
156.999021,71.184418
158.763055,71.588549
160.527089,71.985564
162.291123,72.375155
164.055157,72.757004
165.819191,73.130784
167.583225,73.496164
169.347259,73.852811
171.111293,74.200394
172.875327,74.538588
174.639361,74.867076
176.403395,75.185559
183.459531,76.356571
190.515666,77.349365
197.571802,78.159733
204.627938,78.794279
211.684074,79.269698
218.740210,79.609984
225.796345,79.842529
232.852481,79.994287
239.908617,80.088945
246.964753,80.145451
254.020889,80.177787
261.077024,80.195558
268.133160,80.204955
275.189296,80.209746
282.245432,80.212105
289.301568,80.213228
296.357703,80.213746
303.413839,80.213979
310.469975,80.214080
317.526111,80.214123
324.582246,80.214140
331.638382,80.214148
338.694518,80.214150
345.750654,80.214151
352.806790,80.214152
359.862925,80.214152
366.919061,80.214152
373.975197,80.214152
381.031333,80.214152
388.087469,80.214152
395.143604,80.214152
402.199740,80.214152
409.255876,80.214152
416.312012,80.214152
423.368148,80.214152
430.424283,80.214152
437.480419,80.214152
444.536555,80.214152
451.592691,80.214152
458.648827,80.214152
465.704962,80.214152
472.761098,80.214152
479.817234,80.214152
486.873370,80.214152
493.929506,80.214152
500.985641,80.214152
508.041777,80.214152
515.097913,80.214152
0.000000,80.214152
