0.000000,3.528581,3.536149,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154,3.536154
0.000000,3.531907,6.837545,9.721539,11.879306,13.229592,13.942670,14.265380,14.392150,14.435873,14.449279,14.452980,14.453910,14.454125,14.454171,14.454180,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182,14.454182
0.000000,3.532381,6.832590,9.875177,12.633627,14.960582,16.761797,18.031996,18.846634,19.322139,19.574985,19.697626,19.752049,19.774256,19.782639,19.785586,19.786556,19.786856,19.786944,19.786969,19.786975,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977,19.786977
0.000000,3.532519,6.770281,9.744844,12.564981,15.137649,17.374652,19.214755,20.639328,21.674240,22.378578,22.827071,23.093885,23.242005,23.318724,23.355856,23.372700,23.379891,23.382791,23.383901,23.384305,23.384445,23.384492,23.384507,23.384511,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513,23.384513
0.000000,3.532592,6.695687,9.567159,12.341867,14.957817,17.348262,19.453738,21.233477,22.672518,23.782863,24.598908,25.169221,25.547536,25.785256,25.926508,26.005804,26.047878,26.069013,26.079090,26.083664,26.085646,26.086469,26.086796,26.086922,26.086968,26.086985,26.086990,26.086992,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993,26.086993
0.000000,3.532752,6.742225,9.628263,12.398928,15.063996,17.565927,19.853169,21.882722,23.625824,25.071619,26.227665,27.117356,27.775239,28.241687,28.558054,28.762875,28.889263,28.963562,29.005197,29.027466,29.038858,29.044441,29.047070,29.048261,29.048781,29.049000,29.049090,29.049125,29.049139,29.049144,29.049146,29.049146,29.049146,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147,29.049147
0.000000,3.532657,6.771756,9.627964,12.311066,14.913750,17.397091,19.720108,21.844136,23.737542,25.379680,26.763124,27.893802,28.789227,29.475460,29.983602,30.346456,30.595792,30.760329,30.864446,30.927576,30.964262,30.984713,30.995666,31.001311,31.004118,31.005465,31.006091,31.006373,31.006496,31.006548,31.006569,31.006578,31.006582,31.006583,31.006583,31.006583,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584,31.006584
0.000000,3.532704,6.800097,9.609407,12.194621,14.723497,17.163979,19.480651,21.639274,23.610230,25.370927,26.907588,28.216216,29.302449,30.180336,30.870333,31.396981,31.786652,32.065598,32.258407,32.386873,32.469290,32.520181,32.550435,32.567768,32.577350,32.582469,32.585115,32.586442,32.587087,32.587393,32.587533,32.587596,32.587624,32.587635,32.587640,32.587642,32.587643,32.587643,32.587643,32.587643,32.587643,32.587643,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644,32.587644
0.000000,3.532694,6.823244,9.623941,12.174139,14.672822,17.095815,19.416495,21.607518,23.642931,25.500429,27.163366,28.622179,29.874989,30.927335,31.791182,32.483441,33.024305,33.435639,33.739576,33.957355,34.108408,34.209695,34.275304,34.316353,34.341171,34.355683,34.363900,34.368410,34.370814,34.372059,34.372687,34.372996,34.373144,34.373213,34.373244,34.373258,34.373264,34.373267,34.373268,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269,34.373269
0.000000,3.532726,6.839299,9.577502,12.026375,14.438365,16.792969,19.066308,21.233576,23.271250,25.158643,26.879092,28.420952,29.778286,30.951083,31.944935,32.770267,33.441261,33.974675,34.388695,34.701914,34.932463,35.097288,35.211583,35.288381,35.338366,35.369882,35.389143,35.400563,35.407140,35.410821,35.412828,35.413894,35.414446,35.414726,35.414864,35.414930,35.414962,35.414977,35.414983,35.414986,35.414988,35.414988,35.414988,35.414988,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989,35.414989
